,name,price_now,price_before,sale,available,stats,image,link,site,category
150,Be Quiet Silent Wings 3 120mm PWM Vifte,269.0,,,2,"['1x120mm', '1450', 'rpm', '100%', '16.4', 'dB']",komplett.no/img/p/800/1200211.jpg,komplett.no/product/1200211/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-silent-wings-3-120mm-pwm-vifte?productList=notSet&position=151,komplett,vannkjoeling
151,Be Quiet Pure Wings 2 80mm Vifte,109.0,,,11,"['1x80mm', '1900', 'rpm', '100%', '18.2', 'dB']",komplett.no/img/p/800/1200212.jpg,komplett.no/product/1200212/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-pure-wings-2-80mm-vifte?productList=notSet&position=152,komplett,vannkjoeling
152,Be Quiet Silent Wings 3 120mm Vifte,244.0,,,11,"['1x120mm', '1450', 'rpm', '100%', '16.4', 'dB']",komplett.no/img/p/800/1200224.jpg,komplett.no/product/1200224/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-silent-wings-3-120mm-vifte?productList=notSet&position=153,komplett,vannkjoeling
153,Be Quiet Silent Wings 3 120mm PWM high-speed Vifte,244.0,,,14,"['1x120mm', '2200', 'rpm', '100%', '28.6', 'dB']",komplett.no/img/p/800/1200233.jpg,komplett.no/product/1200233/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-silent-wings-3-120mm-pwm-high-speed-vifte?productList=notSet&position=154,komplett,vannkjoeling
154,Be Quiet Pure Wings 2 140mm Vifte,139.0,,,9,"['1x140mm', '1000', 'rpm', '100%', '18.8', 'dB']",komplett.no/img/p/800/1200236.jpg,komplett.no/product/1200236/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/be-quiet-pure-wings-2-140mm-vifte?productList=notSet&position=155,komplett,vannkjoeling
155,Silent Wings 3 140mm PWM,309.0,,,8,"['PWM', '1000', 'RPM', '15.5', 'DbA']",komplett.no/img/p/800/1200245.jpg,komplett.no/product/1200245/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/silent-wings-3-140mm-pwm?productList=notSet&position=156,komplett,vannkjoeling
156,Pure Wings 2 140mm PWM high-speed,121.0,,,40,"['Outstanding', 'price-performance', 'ratio.', 'Airflow-optimized', 'blades', 'outstanding', 'relia']",komplett.no/img/p/800/1200246.jpg,komplett.no/product/1200246/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/pure-wings-2-140mm-pwm-high-speed?productList=notSet&position=157,komplett,vannkjoeling
157,Pure Wings 2 80mm PWM,92.0,,,50,"['Outstanding', 'price-performance', 'ratio.', 'be', 'quiet!’s', 'Pure', 'Wings', '2', '80mm', 'PWM', ':', 'seven', 'ai']",komplett.no/img/p/800/1200247.jpg,komplett.no/product/1200247/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/pure-wings-2-80mm-pwm?productList=notSet&position=158,komplett,vannkjoeling
158,Corsair iCUE SP140 RGB ELITE Vifte 2pk,519.0,,,2,"['140mm', 'x', '25mm', '300', '-', '1200', '±10%', 'RPM', '27', 'dBA']",komplett.no/img/p/800/1183000.jpg,komplett.no/product/1183000/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-icue-sp140-rgb-elite-vifte-2pk?productList=notSet&position=159,komplett,vannkjoeling
159,Corsair iCUE ML120 RGB ELITE Premium 120mm Magnetic Levitation Vifter,1199.0,,,4,"['3x120mm', 'x', '25mm', '450', '–', '2000', 'RPM', '±10%', '10', '-', '30.4dBA']",komplett.no/img/p/800/1201313.jpg,komplett.no/product/1201313/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-icue-ml120-rgb-elite-premium-120mm-magnetic-levitation-vifter?productList=notSet&position=160,komplett,vannkjoeling
160,Corsair iCUE ML140 LED ELITE Premium 140mm Magnetic Levitation Vifte,219.0,,,10,"['140mm', 'x', '25mm', '400', '–', '1600', 'RPM', '±10%', '10', '–', '31.8', 'dBA', 'Hvit']",komplett.no/img/p/800/1201316.jpg,komplett.no/product/1201316/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-icue-ml140-led-elite-premium-140mm-magnetic-levitation-vifte?productList=notSet&position=161,komplett,vannkjoeling
161,Corsair iCUE ML120 RGB ELITE Premium 120mm Magnetic Levitation Vifte,319.0,,,7,"['120mm', 'x', '25mm', '450', '–', '2000', 'RPM', '±10%', '10', '-', '30.4dBA']",komplett.no/img/p/800/1201317.jpg,komplett.no/product/1201317/datautstyr/pc-komponenter/vifterkjoelingvannkjoeling/vifter/corsair-icue-ml120-rgb-elite-premium-120mm-magnetic-levitation-vifte?productList=notSet&position=162,komplett,vannkjoeling
