,name,price_now,price_before,sale,available,stats,image,link,site,category
191,Gigabyte B560 AORUS PRO AX hovedkort,,,,'NoneType' object has no attribute 'text',"['LGA1200', 'ATX', 'Intel', 'B560', 'DDR4', 'PCIe', '4.0', '3x', 'M.2', 'WiFi', '6']",komplett.no/img/p/800/1181283.jpg,komplett.no/product/1181283/datautstyr/pc-komponenter/hovedkort/intel-socket/gigabyte-b560-aorus-pro-ax-hovedkort?productList=notSet&position=192,komplett,hovedkort
192,Gigabyte Z590 AORUS ELITE hovedkort,,,,'NoneType' object has no attribute 'text',"['LGA1200', 'ATX', 'Intel', 'Z590', 'DDR4', 'PCIe', '4.0', '3x', 'M.2']",komplett.no/img/p/800/1181290.jpg,komplett.no/product/1181290/datautstyr/pc-komponenter/hovedkort/intel-socket/gigabyte-z590-aorus-elite-hovedkort?productList=notSet&position=193,komplett,hovedkort
193,Gigabyte Z590 AORUS TACHYON hovedkort,,,,'NoneType' object has no attribute 'text',"['LGA1200', 'ATX', 'Intel', 'Z590', 'DDR4', 'PCIe', '4.0']",komplett.no/img/p/800/1181298.jpg,komplett.no/product/1181298/datautstyr/pc-komponenter/hovedkort/intel-socket/gigabyte-z590-aorus-tachyon-hovedkort?productList=notSet&position=194,komplett,hovedkort
194,Gigabyte Z590 D hovedkort,1749.0,,,0,"['LGA1200', 'ATX', 'Intel', 'Z590', 'DDR4', 'PCIe', '4.0']",komplett.no/img/p/800/1181300.jpg,komplett.no/product/1181300/datautstyr/pc-komponenter/hovedkort/intel-socket/gigabyte-z590-d-hovedkort?productList=notSet&position=195,komplett,hovedkort
195,ASUS PRO WS WRX80E-SAGE SE WIFI Hovedkort,12790.0,,,0,"['WRX80', 'EATX', '7x', 'PCIe', '4.0', '3x', 'M.2', 'Dual', '10Gb', 'LAN']",komplett.no/img/p/800/1181746.jpg,komplett.no/product/1181746/datautstyr/pc-komponenter/hovedkort/amd-socket/asus-pro-ws-wrx80e-sage-se-wifi-hovedkort?productList=notSet&position=196,komplett,hovedkort
196,ASUS ROG STRIX B660-A GAMING WIFI D4 Hovedkort,2599.0,,,0,"['LGA', '1700', 'ATX', 'DDR4', 'PCIe', '5.0/4.0/3.0', '4x', 'M.2']",komplett.no/img/p/800/1204062.jpg,komplett.no/product/1204062/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-rog-strix-b660-a-gaming-wifi-d4-hovedkort?productList=notSet&position=197,komplett,hovedkort
197,ASUS PRIME B550M-A WIFI II Hovedkort,2299.0,,,0,"['AM4', 'mATX', 'DDR4', '1', 'x', 'PCIe', '4.0', 'x16', '2', 'x', 'M.2']",komplett.no/img/p/800/1205552.jpg,komplett.no/product/1205552/datautstyr/pc-komponenter/hovedkort/amd-socket/asus-prime-b550m-a-wifi-ii-hovedkort?productList=notSet&position=198,komplett,hovedkort
198,MSI H510M PRO Hovedkort,999.0,1290.0,True,0,"['LGA', '1200', 'mATX', 'DDR4', 'PCIe', '4.0', '1x', 'M.2']",komplett.no/img/p/800/1179273.jpg,komplett.no/product/1179273/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-h510m-pro-hovedkort?productList=notSet&position=199,komplett,hovedkort
199,Raspberry Pi 4 Model B Case,89.0,119.0,True,0,"['for', 'Raspberry', 'Pi', '4', 'Model', 'B', 'Hvit']",komplett.no/img/p/800/1133589.jpg,komplett.no/product/1133589/datautstyr/pc-komponenter/hovedkort/tilbehoer/raspberry-pi-4-model-b-case?productList=notSet&position=200,komplett,hovedkort
200,ASUS TUF GAMING B550M-PLUS WIFI II Hovedkort,2090.0,,,0,"['AM4', 'Micro', 'ATX', 'DDR4', '1', 'x', 'PCIe', '4.0', 'x16', '2', 'x', 'M.2']",komplett.no/img/p/800/1205554.jpg,komplett.no/product/1205554/datautstyr/pc-komponenter/hovedkort/amd-socket/asus-tuf-gaming-b550m-plus-wifi-ii-hovedkort?productList=notSet&position=201,komplett,hovedkort
