,name,price,age,location,image,link,store,category
20,AEG vaskemaskin. Modell: L6FBK865G,2998.0,29. apr. 2022,Hagan,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-5/29/0/256/498/350_1000103381.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256498350,finn,0.22054_4
21,Vaskemaskin ønskes kjøpt,,29. mai 2022,Jessheim,https://static.finncdn.no/_c/mfinn/static/images/no-image.5bf83e47.svg,https://www.finn.no/bap/forsale/ad.html?finnkode=260360265,finn,0.22054_4
22,Veldig pen vaskemaskin vurderes solgt!,3000.0,29. mai 2022,Kongsberg,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-0/29/7/260/359/237_979020180.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260359237,finn,0.22054_4
23,Siemens vaskemaskin,,29. mai 2022,Algarheim,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/29/8/260/252/128_1598158960.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260252128,finn,0.22054_4
24,AEG 1400 omdreininger/6 kg Til 3 år garanti,2499.0,28. apr. 2022,Kløfta,https://images.finncdn.no/dynamic/480x640c/2020/7/vertical-5/03/1/183/802/251_948729962.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=183802251,finn,0.22054_4
25,"Pent brukt vaskemaskin selges, må hentes",1499.0,29. mai 2022,Hakadal,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/29/2/260/235/982_1088421598.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260235982,finn,0.22054_4
26,hvitevarer,1000.0,28. mai 2022,Drøbak,https://images.finncdn.no/dynamic/480x640c/2021/8/vertical-0/15/2/228/509/092_1641238733.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=228509092,finn,0.22054_4
27,Miele W3371 Edition 111 Energiklasse A++,2800.0,28. mai 2022,Slattum,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/28/9/260/198/929_1345506676.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260198929,finn,0.22054_4
28,Miele W 1617 / 6 kg,2999.0,28. apr. 2022,Kløfta,https://images.finncdn.no/dynamic/480x640c/2021/9/vertical-5/08/2/231/267/512_1619457593.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=231267512,finn,0.22054_4
29,Vaskemaskin,3100.0,28. mai 2022,Fredrikstad,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/28/9/260/197/119_1938995394.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260197119,finn,0.22054_4
30,Vaskemaskin og tørketromel,,28. mai 2022,Rakkestad,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/28/3/260/196/233_1147884097.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260196233,finn,0.22054_4
31,AEG Vaskemaskin AL77480F 8KG,2000.0,28. mai 2022,Gullaug,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/24/0/259/631/210_1831011144.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259631210,finn,0.22054_4
32,BOSCH 8 Kg Vaskemaskin,2499.0,28. apr. 2022,Kløfta,https://images.finncdn.no/dynamic/480x640c/2022/3/vertical-5/17/4/251/699/344_372664656.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=251699344,finn,0.22054_4
33,Vaskemaskin Bosch VarioPerfect Serie 6 - som ny!,4500.0,28. mai 2022,Høvik,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/28/2/260/102/602_1976707094.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260102602,finn,0.22054_4
34,Komfyr Asko,3500.0,28. mai 2022,Halden,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/28/9/260/089/689_436490535.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260089689,finn,0.22054_4
35,Pent brukt vaskemaskin ønskes kjøpt. 10-12 kg.,800.0,27. mai 2022,Moss,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/27/1/260/068/941_2104765128.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260068941,finn,0.22054_4
36,Ariston Hotpoint 10/7 kg Vask/tørk 1600/omdreininge,4000.0,28. apr. 2022,Kløfta,https://images.finncdn.no/dynamic/480x640c/2022/3/vertical-5/02/6/250/056/806_1100653476.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=250056806,finn,0.22054_4
37,Vaskemaskin,1000.0,27. mai 2022,Ås,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-0/27/2/260/027/272_780999823.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260027272,finn,0.22054_4
38,LG vaskemaskin kulelager/pakning,350.0,27. mai 2022,Hønefoss,https://images.finncdn.no/dynamic/480x480c/2020/4/vertical-0/07/7/175/045/817_952736273.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=175045817,finn,0.22054_4
39,Tørketrommel. Bauknecht,,27. mai 2022,Engelsviken,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/27/8/260/023/648_1462332034.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260023648,finn,0.22054_4
40,BOSCH Serie 6 Vaskemaskin med garanti,2100.0,28. apr. 2022,Kløfta,https://images.finncdn.no/dynamic/480x640c/2022/3/vertical-5/17/3/251/698/643_1982460026.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=251698643,finn,0.22054_4
41,Vaskemaskin,5000.0,27. mai 2022,Hakadal,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/27/1/260/018/041_1217379410.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260018041,finn,0.22054_4
42,Stablebrett til vaskemaskin/tørketrommel,250.0,26. mai 2022,Moss,https://images.finncdn.no/dynamic/480x640c/2022/1/vertical-0/26/5/246/167/545_1730243721.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=246167545,finn,0.22054_4
43,AEG 6kg wash,800.0,26. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/26/5/259/904/715_306254672.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259904715,finn,0.22054_4
44,Toppmatet vaskemaskin. Modell: EW6T4326E3.,2398.0,25. apr. 2022,Hagan,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-5/13/9/256/042/259_1374452265.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256042259,finn,0.22054_4
45,Senz vaskemaskin selges,2000.0,26. mai 2022,Halden,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/26/7/259/884/297_1143364278.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259884297,finn,0.22054_4
46,Miele Softtronic W 3245 vaskemaskin RESERVERT,1000.0,26. mai 2022,Stabekk,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/26/6/259/871/306_1445864384.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259871306,finn,0.22054_4
47,Vaskemaskinslange og fire hjul til å ha under stoler og bord,50.0,25. mai 2022,Jevnaker,https://images.finncdn.no/dynamic/480x360c/2019/3/vertical-5/07/4/866/548/94_1562420246.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=86654894,finn,0.22054_4
48,"*Ryddesalg* Asko vaskemaskin og tørketrommel, selges som par eller hver for seg.",16000.0,25. apr. 2022,Sandvika,https://images.finncdn.no/dynamic/480x480c/2022/4/vertical-5/25/4/256/004/894_74748519.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256004894,finn,0.22054_4
49,Stativ til vaskemaskin,500.0,25. mai 2022,Blommenholm,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/25/3/259/737/813_1064204839.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259737813,finn,0.22054_4
50,Kombinert vaskemaskin og tørketrommel selges,1900.0,to timer siden,Askim,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-0/08/0/261/520/910_461905311.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261520910,finn,0.22054_4
