,name,price,age,location,image,link,store,category
23,vaskemaskin,1000.0,en dag siden,Askim,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/07/3/261/365/283_117165257.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261365283,finn,0.22054_5
24,Vaskemaskin og Tørketrommel - RESERVERT,3000.0,en dag siden,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/07/5/261/360/145_1651675026.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261360145,finn,0.22054_5
25,Vaskemaskin,2500.0,en dag siden,Mysen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/07/9/261/353/159_1984272938.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261353159,finn,0.22054_5
26,WOW! Spar KR.1605 Samsung Vaskemaskin WW95TA047AE,4890.0,11. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/1/vertical-5/05/5/243/723/935_1963575070.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=243723935,finn,0.22054_5
27,Vaskemaskin,1000.0,en dag siden,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/07/6/261/336/006_1801696848.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261336006,finn,0.22054_5
28,vaskemaskine,1200.0,23. mai 2022,Yven,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/23/0/259/460/880_1013039742.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259460880,finn,0.22054_5
29,Vaskemaskin selges rimelig,500.0,en dag siden,Lillestrøm,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/07/0/261/315/240_2102064789.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261315240,finn,0.22054_5
30,WOW! Spar KR.3005 Samsung Vaskemaskin WW95T956ASE,8990.0,11. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/1/vertical-5/05/6/243/723/006_120965735.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=243723006,finn,0.22054_5
31,Vaskemaskin fra Electrolux,1500.0,to dager siden,Nesøya,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/8/261/241/388_118997284.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261241388,finn,0.22054_5
32,Lite brukt Candy kombinert vaskemaskin og tørketrommel,3000.0,to dager siden,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/6/261/235/216_1003891595.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261235216,finn,0.22054_5
33,Toppmodell AEG Vask/Tørk m/defekt kulelager,500.0,to dager siden,Bødalen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/9/261/232/589_1185147250.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261232589,finn,0.22054_5
34,WOW! Spar KR.2005 SAMSUNG Vaskemaskin WW95T634CAE,5990.0,11. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/1/vertical-5/05/4/243/723/454_833743990.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=243723454,finn,0.22054_5
35,vaskemaskin,2900.0,to dager siden,Kolbotn,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/4/261/230/884_1711878246.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261230884,finn,0.22054_5
36,Vaskemaskin,500.0,to dager siden,Røyken,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/6/261/223/666_954570778.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261223666,finn,0.22054_5
37,vask/tørk,,tre dager siden,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/7/261/197/457_515687129.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261197457,finn,0.22054_5
38,"BRUKT; Vaskemaskin frontinnlegg fra kr 2000,- med garanti",2000.0,3. mai 2022,Asker,https://images.finncdn.no/dynamic/480x360c/2017/11/vertical-5/01/1/804/322/31_1764815348.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=80432231,finn,0.22054_5
39,Hotpoint oppvask.,1800.0,21. mai 2022,Vestby,https://images.finncdn.no/dynamic/480x360c/2020/12/vertical-0/12/9/201/476/679_1574999897.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=201476679,finn,0.22054_5
40,Vaskemaskin,1000.0,21. mai 2022,Lampeland,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/21/2/259/239/432_1391278306.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259239432,finn,0.22054_5
41,"Reservert..Vask/tørk Kombi vaskemaskin, LG, 2020 mod, nesten som ny",4500.0,21. mai 2022,Son,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/21/2/259/234/052_78115557.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259234052,finn,0.22054_5
42,BRUKT; Vaskemaskiner med garanti,2000.0,26. apr. 2022,Drammen,https://images.finncdn.no/dynamic/480x360c/2017/11/vertical-5/02/6/804/322/86_524015980.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=80432286,finn,0.22054_5
43,LG vask og tørk ubrukt,6000.0,21. mai 2022,Hakadal,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/21/0/259/226/810_1437158818.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259226810,finn,0.22054_5
44,"vaskemaskin, defekt",,21. mai 2022,Greåker,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/21/7/259/183/787_1950498755.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259183787,finn,0.22054_5
45,Whirlpool vaskemaskin billig!,200.0,5. juni 2022,Sørumsand,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/05/4/261/154/784_2049685102.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261154784,finn,0.22054_5
46,BRUKTE; Vaskemaskiner fra kr.2000 - Garanti,2000.0,26. apr. 2022,Drammen,https://images.finncdn.no/dynamic/480x360c/2016/7/vertical-5/28/6/796/611/56_1201028078.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=79661156,finn,0.22054_5
47,"vaskemaskin (selger også Komfry, oppvaskmaskin, kjøleskap,  tørketrommel)",4000.0,5. juni 2022,Borgen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/05/3/261/125/853_1971031257.png,https://www.finn.no/bap/forsale/ad.html?finnkode=261125853,finn,0.22054_5
48,Bauknecht WATK Sense 117D6 EU  11 kg Vask/ 7 kg Tørk lite brukt,6000.0,5. juni 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/05/4/261/102/544_1351891222.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261102544,finn,0.22054_5
49,AEG - ØKO LAVAMAT 73620 update,4000.0,20. mai 2022,Høvik,https://images.finncdn.no/dynamic/480x640c/2022/3/vertical-0/20/4/252/043/454_258948143.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=252043454,finn,0.22054_5
50,SPAR: 7000! Asko Professional vaskemaskin WMC8943PCS (rustfritt stål),32995.0,13. apr. 2022,Ski,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-5/13/2/254/719/822_213585671.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=254719822,finn,0.22054_5
