,name,price,age,location,image,link,store,category
10,"Miele PWM 507 vaskemaskin, spar over 12 000 kr!",21500.0,25. apr. 2022,Tromsø,https://images.finncdn.no/dynamic/480x480c/2022/4/vertical-5/05/0/253/883/070_457830078.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=253883070,finn,0.22054_1
11,Vaskemaskin med defekt lager,300.0,10. apr. 2022,Rotsund,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-0/10/8/254/399/028_130803795.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=254399028,finn,0.22054_1
12,Vaskemaskin og tørketrommel til salgs,,fire timer siden,Tromsdalen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/9/261/500/969_530836607.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261500969,finn,0.22054_1
13,vaskemaskin,3000.0,fem timer siden,Tromsø,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/5/261/488/565_282037992.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261488565,finn,0.22054_1
14,Bosch vaskemaskin WAU28UE9SN | 24 mnd garanti | www.norskombruk.no,4790.0,åtte timer siden,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/3/vertical-5/02/7/250/072/407_1172552590.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=250072407,finn,0.22054_1
15,Samsung vaskemaskin - under ett år gammel!,5000.0,sju timer siden,Kvaløysletta,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/7/261/476/277_1000818179.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261476277,finn,0.22054_1
16,vaskemaskin Elektrolux,,14 timer siden,Tromsø,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/6/261/423/006_1581744527.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261423006,finn,0.22054_1
17,Electrolux ultracare eco vaskemaskin,2000.0,5. juni 2022,Tomasjord,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/05/9/261/074/989_1476333243.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261074989,finn,0.22054_1
18,Stort utvalg av hvitevarer. Kjøp dine hvitevarer på nett www.norskombruk.no,3000.0,åtte timer siden,Sandvika,https://images.finncdn.no/dynamic/480x480c/2022/2/vertical-5/21/7/248/423/197_449095758.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=248423197,finn,0.22054_1
19,Liten nett toppmatet AEG vaskemaskin. Brukt 2 ganger,3200.0,3. juni 2022,Tromsdalen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/03/9/260/893/929_1696471490.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260893929,finn,0.22054_1
20,Electrolux vaskemaskin til salgs i Tromsø sentrum - reservert,1500.0,2. juni 2022,Tromsø,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/02/4/260/827/984_682044732.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260827984,finn,0.22054_1
21,Nesten ny. Ny pris. 6500.brukt 3 gang.,3000.0,30. mai 2022,Tromsø,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/30/7/260/431/257_715329637.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260431257,finn,0.22054_1
22,Blomberg vaskemaskin 9 kg BWG 496 W 5 med 24 mnd garanti fra www.norskombruk.no,6590.0,14 timer siden,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-5/08/4/261/435/724_1327166390.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261435724,finn,0.22054_1
23,Vaskemaskin Miele,2600.0,24. mai 2022,Tromsø,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/24/1/259/642/721_259998416.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259642721,finn,0.22054_1
24,Matsui vaskemaskin,2000.0,5. mai 2022,Tromsø,https://static.finncdn.no/_c/mfinn/static/images/no-image.5bf83e47.svg,https://www.finn.no/bap/forsale/ad.html?finnkode=257220288,finn,0.22054_1
25,Pumpe til vaskemaskin,200.0,21. apr. 2022,Tromsø,https://images.finncdn.no/dynamic/480x640c/2022/4/vertical-0/21/8/255/580/338_1097384408.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=255580338,finn,0.22054_1
26,"HELT NY Vaskemaskin med Tørketrommel i original emballasje selges, SPAR 1,000",5995.0,2. juni 2022,Vinterbro,https://images.finncdn.no/dynamic/480x480c/2022/6/vertical-5/02/9/260/765/579_1531571981.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260765579,finn,0.22054_1
27,vaskemaskin tromsøområdet som sentrifugerer med 1600 o/min eller mer,,12. apr. 2022,Tromsø,https://static.finncdn.no/_c/mfinn/static/images/no-image.5bf83e47.svg,https://www.finn.no/bap/forsale/ad.html?finnkode=254597153,finn,0.22054_1
28,vaskemaskin,500.0,en time siden,Kløfta,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-0/08/1/261/524/111_1162516607.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261524111,finn,0.22054_1
29,Vaskemaskin,4000.0,en time siden,Fjerdingby,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/3/261/521/693_2047837289.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261521693,finn,0.22054_1
30,"HELT NY Vaskemaskin med tørketrommel i original emballasje selges, SPAR 1,000!",6495.0,2. juni 2022,Vinterbro,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-5/02/7/260/765/337_388777030.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260765337,finn,0.22054_1
31,Vaskemaskin,2000.0,to timer siden,Fjerdingby,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/0/261/520/800_1389383161.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261520800,finn,0.22054_1
32,motor til vaskemaskin,200.0,tre timer siden,Flateby,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/0/261/510/720_1523884881.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261510720,finn,0.22054_1
33,Whirlpool vaskemaskin 8 kg,3500.0,tre timer siden,Sarpsborg,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/8/261/509/648_1871358779.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261509648,finn,0.22054_1
34,Electrolux vaskemaskin EW6F6268N3 -N08527,4790.0,31. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/4/vertical-5/20/2/255/466/232_1563319603.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=255466232,finn,0.22054_1
35,Indesit vaskemaskin selges rimelig,500.0,tre timer siden,Halden,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/9/261/508/209_2050250778.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261508209,finn,0.22054_1
36,Miele Vaskemaskin Softtronic W5962 Waterproof-System,4999.0,fire timer siden,Nittedal,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/2/261/505/112_1286444151.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261505112,finn,0.22054_1
37,whirlpool Vaskemaskin,700.0,fire timer siden,Jessheim,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/7/261/496/847_1484866319.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261496847,finn,0.22054_1
38,Stort utvalg på miele vaskemaskiner | 24 mnd garanti - www.norskombruk.no,2990.0,30. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-5/30/0/260/432/520_265477436.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260432520,finn,0.22054_1
39,LG 6 Motion Direct Drive vaskemaskin,2500.0,seks timer siden,Manstad,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/4/261/490/144_1172812305.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261490144,finn,0.22054_1
40,Vaskemaskin,700.0,seks timer siden,Borgenhaugen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/5/261/488/065_169370160.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261488065,finn,0.22054_1
41,Vaskemaskin,900.0,seks timer siden,Gjerdrum,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-0/08/2/261/484/782_1558335071.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261484782,finn,0.22054_1
42,Samsung vask&tørk WD80T634CBE | 24 mnd garanti - www.norskombruk.no,3590.0,30. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-5/30/0/260/431/330_2054448167.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260431330,finn,0.22054_1
43,"Gammel Zanussi vask og tørk, må hentes",,seks timer siden,Rygge,https://images.finncdn.no/dynamic/480x480c/2022/6/vertical-0/08/8/261/484/228_1270719648.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261484228,finn,0.22054_1
44,vaskemaskin selges,500.0,sju timer siden,Fredrikstad,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/6/261/478/366_804384880.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261478366,finn,0.22054_1
45,Vaskemaskin,500.0,sju timer siden,Drøbak,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/9/261/475/959_1073121245.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261475959,finn,0.22054_1
46,Siemens vask&tørk WD14U5E1DN - 24 mnd garanti - www.norskombruk.no,9590.0,30. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-5/30/4/260/394/144_1395624220.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260394144,finn,0.22054_1
47,Vaskemaskin,2100.0,åtte timer siden,Fredrikstad,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-0/08/1/261/465/121_1921539256.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261465121,finn,0.22054_1
48,Hotpoint vaskemaskin selges,500.0,åtte timer siden,Halden,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/7/261/475/087_441473647.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261475087,finn,0.22054_1
49,Vaskemaskin,1500.0,ni timer siden,Rykkinn,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/08/1/261/463/871_581561331.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261463871,finn,0.22054_1
50,Lav pris på hvitevarer hos www.norskombruk.no | 24 mnd garanti på alle varer!,2490.0,25. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x480c/2022/4/vertical-5/19/0/253/905/070_840850502.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=253905070,finn,0.22054_1
