,name,price,age,location,image,link,store,category
28,PerfectCare 700 vaskemaskin EW7F6669Q6.,4948.0,23. mai 2022,Hagan,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-5/23/1/259/497/791_1479454744.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=259497791,finn,0.22054_2
29,"Slange med aquastop til vaskemaskin (1,5 m)",100.0,to dager siden,Tranby,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-0/06/9/261/269/959_985725611.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261269959,finn,0.22054_2
30,Vaskemaskin,,to dager siden,Fredrikstad,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/1/261/269/601_1703768865.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261269601,finn,0.22054_2
31,Vaskemaskin og tørketrommel selges på grunn av flytting,3000.0,to dager siden,Moss,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/6/261/251/046_332564621.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261251046,finn,0.22054_2
32,25% Rabatt på utvalgte vaskemaskiner - www.norskombruk.no,2790.0,22. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-5/10/9/256/051/089_2045152706.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256051089,finn,0.22054_2
33,"ubrukt vaskemaskinstativ m/skuff Høy kvalitet ny pris 1995,-",1400.0,to dager siden,Klavestadhaugen,https://images.finncdn.no/dynamic/480x480c/2022/6/vertical-0/08/9/261/243/639_1557270363.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261243639,finn,0.22054_2
34,Samsung 6kg vaskemaskin.,1000.0,to dager siden,Fenstad,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/4/261/233/734_1132848889.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261233734,finn,0.22054_2
35,Legstoppers/vibrasjonsdempere til vaskemaskin/tørketrommel,200.0,to dager siden,Hagan,https://images.finncdn.no/dynamic/480x640c/2021/5/vertical-0/10/2/218/152/692_758772498.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=218152692,finn,0.22054_2
36,25% Rabatt på utvalgte vaskemaskiner hos www.norskombruk.n,2800.0,22. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-5/10/0/256/042/140_1239701492.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256042140,finn,0.22054_2
37,AEG vaskemaskin - Protex Plus,1500.0,to dager siden,Tranby,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/0/261/227/250_23832343.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261227250,finn,0.22054_2
38,Vaskemaskin,500.0,to dager siden,Nesodden,https://images.finncdn.no/dynamic/480x360c/2022/6/vertical-0/06/9/261/218/549_775516984.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261218549,finn,0.22054_2
39,Electrolux Inspire 7kg vaskemaskin m/defekt pumpe,,to dager siden,Maura,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/7/261/208/797_2073988106.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261208797,finn,0.22054_2
40,25% Rabatt på utvalgte vaskemaskiner hos www.norskombruk.no,3290.0,22. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-5/10/9/256/047/539_1895281178.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=256047539,finn,0.22054_2
41,Vaskemaskin,1500.0,to dager siden,Roa,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/0/261/207/760_1813493039.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261207760,finn,0.22054_2
42,Innløpsslange vaskemaskin / oppvaskmaskin standard dim. 3 meter lang,99.0,tre dager siden,Kråkerøy,https://images.finncdn.no/dynamic/480x360c/2015/11/vertical-5/29/4/679/269/34_1580834277.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=67926934,finn,0.22054_2
43,Gram WTF 60964 kombinert vask/tørk,3500.0,tre dager siden,Hønefoss,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/6/261/189/496_236271767.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261189496,finn,0.22054_2
44,LG Kombinert Vask&Tørk F4DV508S2W | 24 mnd garanti - www.norskombruk.no,4490.0,20. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/4/vertical-5/22/5/255/671/005_1683233388.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=255671005,finn,0.22054_2
45,vaskemaskin,2850.0,tre dager siden,Halden,https://images.finncdn.no/dynamic/480x480c/2022/6/vertical-0/06/9/261/178/289_1035400888.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261178289,finn,0.22054_2
46,Nesten ny AEG vaskemaskin og tørketrommel,6000.0,tre dager siden,Hønefoss,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/06/1/261/168/681_1233637379.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261168681,finn,0.22054_2
47,Ønsker meg vaskemaskin,,5. juni 2022,Fredrikstad,https://static.finncdn.no/_c/mfinn/static/images/no-image.5bf83e47.svg,https://www.finn.no/bap/forsale/ad.html?finnkode=261153006,finn,0.22054_2
48,Samsung vaskemaskin WW95T534CAE | 24 mnd garanti | www.norskombruk.no,4790.0,20. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x360c/2022/3/vertical-5/02/0/250/072/140_1017351523.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=250072140,finn,0.22054_2
49,"Vaskemaskiner, tørketrommel, fryser, komfyrer, kjøleskap, oppvaskmaskiner.",800.0,5. juni 2022,Sarpsborg,https://images.finncdn.no/dynamic/480x360c/2021/10/vertical-0/13/7/235/150/487_1984142351.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=235150487,finn,0.22054_2
50,Vaskemaskin gis bort,,5. juni 2022,Sandvika,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/05/6/261/147/926_1555723726.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=261147926,finn,0.22054_2
