,name,price,age,location,image,link,store,category
30,Samsung qdrive 9 kg med garanti,6500.0,1. juni 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/6/vertical-0/01/2/260/626/632_1664005226.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260626632,finn,0.22054_6
31,Stableramme 60x60cm,700.0,15. mai 2022,Sarpsborg,https://images.finncdn.no/dynamic/480x640c/2021/10/vertical-0/25/1/236/555/731_821942964.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=236555731,finn,0.22054_6
32,vaskemaskin,,14. mai 2022,Kråkerøy,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/14/1/258/438/591_1547038367.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258438591,finn,0.22054_6
33,Vaskemaskin,1000.0,31. mai 2022,Hobøl,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/31/9/260/555/179_1442316396.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260555179,finn,0.22054_6
34,vaskemaskin med tørk,6500.0,31. mai 2022,Langhus,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/31/0/260/539/060_1411422573.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260539060,finn,0.22054_6
35,LG vaskemaskin,2500.0,14. mai 2022,Råholt,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/14/2/258/468/262_1541637044.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258468262,finn,0.22054_6
36,Electrolux kombi vaskemaskin / vask og tørk,3900.0,31. mai 2022,Asker,https://images.finncdn.no/dynamic/480x480c/2022/1/vertical-0/29/2/246/571/302_1786608425.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=246571302,finn,0.22054_6
37,Vaskemaskin gies bort! RESERVERT!,,30. mai 2022,Skedsmokorset,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/30/2/260/487/412_57655758.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260487412,finn,0.22054_6
38,Vaskemaskin med mye kapasitet og tar lite plass. LEVERING!!!,2200.0,30. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/30/5/260/486/655_1241567425.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260486655,finn,0.22054_6
39,Electrolux Kombinert vaskemaskin/tørketrommel,1000.0,30. mai 2022,Åros,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/30/0/260/475/980_2138553917.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260475980,finn,0.22054_6
40,Vaskemaskin,2500.0,12. mai 2022,Sandvika,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/12/3/258/242/983_1574026029.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258242983,finn,0.22054_6
41,Vaskemaskin selges,1200.0,12. mai 2022,Ås,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/12/1/258/240/901_1486962422.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258240901,finn,0.22054_6
42,Samsung vask/tørk WD80J5420AW,5000.0,12. mai 2022,Høvik,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-0/12/8/258/221/408_925365671.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258221408,finn,0.22054_6
43,Vaskemaskin,2000.0,29. mai 2022,Lillestrøm,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/29/9/260/336/899_1664703079.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260336899,finn,0.22054_6
44,Fin vaskemaskin selges!,1900.0,29. mai 2022,Filtvet,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/29/2/260/328/072_542156147.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260328072,finn,0.22054_6
45,AEG Vaskemaskin prosense 9 kg,3800.0,29. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x480c/2022/5/vertical-0/29/7/260/318/907_1875119416.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260318907,finn,0.22054_6
46,Vaskemaskin vask/tørk,6000.0,29. mai 2022,Drammen,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/29/1/260/283/281_1719184932.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260283281,finn,0.22054_6
47,Selger både vaskemaskin og tørketrommel,6000.0,12. mai 2022,Hokksund,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/12/8/258/118/968_1723261639.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258118968,finn,0.22054_6
48,Hotpoint Ariston vaskemaskin 7kg ECO7D169,3500.0,12. mai 2022,Hokksund,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/12/4/258/118/884_148665095.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258118884,finn,0.22054_6
49,Vaskemaskin skuff. Skuff under vaskemaskin.,500.0,11. mai 2022,Moss,https://images.finncdn.no/dynamic/480x360c/2022/5/vertical-0/11/3/258/074/853_397410554.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=258074853,finn,0.22054_6
50,Grundig vaskemaskin,4000.0,28. mai 2022,Lillestrøm,https://images.finncdn.no/dynamic/480x640c/2022/5/vertical-0/28/8/260/199/448_1175732735.jpg,https://www.finn.no/bap/forsale/ad.html?finnkode=260199448,finn,0.22054_6
